,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS
2249,NVIDIA GeForce 8800 GTS 320,GPU,2007/2/12,90,143,484,681,513,TSMC,NVIDIA,,228.1,
0,AMD Athlon 64 3500+,CPU,2007/2/20,65,45,77,122,2200,Unknown,AMD,,,
66,AMD Athlon 64 4000+,CPU,2007/2/20,90,62,230,227,2600,Unknown,AMD,,,
110,AMD Athlon 64 3500+,CPU,2007/2/20,90,62,230,227,2200,Unknown,AMD,,,
486,AMD Athlon 64 X2 6000+,CPU,2007/2/20,90,125,220,227,3000,Unknown,AMD,,,
755,AMD Athlon 64 3800+,CPU,2007/2/20,65,45,77,122,2400,Unknown,AMD,,,
888,AMD Athlon 64 3800+ (F3),CPU,2007/2/20,90,59,1,154,2400,Unknown,AMD,,,
1150,AMD Athlon 64 4000+ (F3),CPU,2007/2/20,90,59,1,154,2600,Unknown,AMD,,,
1410,AMD Athlon 64 3500+ (F3),CPU,2007/2/20,90,59,1,154,2200,Unknown,AMD,,,
1440,AMD Athlon 64 3500+ EE,CPU,2007/2/20,90,35,183,154,2200,Unknown,AMD,,,
1804,AMD Athlon 64 3200+,CPU,2007/2/20,65,45,77,122,2000,Unknown,AMD,,,
1971,AMD Athlon 64 3800+,CPU,2007/2/20,90,62,230,227,2400,Unknown,AMD,,,
2379,ATI Radeon Xpress 1270 Mobile IGP,GPU,2007/2/28,80,,73,120,400,Unknown,ATI,,,
2565,ATI Radeon Xpress 1200 IGP,GPU,2007/2/28,80,,73,120,400,Unknown,ATI,,,
2849,ATI Radeon Xpress 1200 Mobile IGP,GPU,2007/2/28,90,,73,120,500,Unknown,ATI,,,
3040,ATI Radeon Xpress 1200 Mobile IGP,GPU,2007/2/28,80,,73,120,400,Unknown,ATI,,,
3294,ATI Radeon Xpress 1270 Mobile IGP,GPU,2007/2/28,80,,73,120,400,Unknown,ATI,,,
3380,ATI Radeon Xpress 1250 Mobile IGP,GPU,2007/2/28,90,,73,120,500,Unknown,ATI,,,
4012,ATI Radeon Xpress 1200 IGP,GPU,2007/2/28,80,,73,120,400,Unknown,ATI,,,
4258,ATI Radeon Xpress 1250 Mobile IGP,GPU,2007/2/28,80,,73,120,400,Unknown,ATI,,,
4722,ATI Radeon Xpress 1250 IGP,GPU,2007/2/28,80,,73,120,400,Unknown,ATI,,,
2376,ATI Mobility Radeon HD 2300,GPU,2007/3/1,80,,100,107,480,TSMC,ATI,,,
2791,ATI Mobility Radeon X2300,GPU,2007/3/1,80,,100,107,479,UMC,ATI,,,
2891,ATI Mobility Radeon X2300 HD,GPU,2007/3/1,80,,100,107,479,TSMC,ATI,,,
3239,NVIDIA Quadro FX 3500M,GPU,2007/3/1,90,45,196,278,575,TSMC,NVIDIA,,,
4245,ATI Mobility Radeon X2300,GPU,2007/3/1,80,,100,107,479,UMC,ATI,,,
2297,NVIDIA Quadro FX 4600 SDI,GPU,2007/3/5,90,154,484,681,500,TSMC,NVIDIA,,230.4,
2368,NVIDIA Quadro FX 4600,GPU,2007/3/5,90,134,484,681,500,TSMC,NVIDIA,,230.4,
2558,NVIDIA Quadro FX 5600,GPU,2007/3/5,90,171,484,681,600,TSMC,NVIDIA,,345.6,
2919,NVIDIA Quadro FX 5600 Mac Edition,GPU,2007/3/5,90,171,484,681,600,TSMC,NVIDIA,,368.6,
119,Intel Core 2 Duo E6420,CPU,2007/4/1,65,65,111,167,2133,Intel,Intel,,,
1582,Intel Core 2 Duo E6320,CPU,2007/4/1,65,65,143,291,1860,Intel,Intel,,,
2800,NVIDIA GeForce 7950 GT AGP,GPU,2007/4/2,90,65,196,278,500,TSMC,NVIDIA,,,
1725,Intel Core 2 Extreme QX6800,CPU,2007/4/9,65,130,143,582,2933,Intel,Intel,,,
2296,NVIDIA GeForce 9200,GPU,2007/4/17,80,40,127,210,500,Unknown,NVIDIA,,38.4,
2346,NVIDIA GeForce 8400 GS,GPU,2007/4/17,80,40,127,210,459,TSMC,NVIDIA,,29.38,
2396,NVIDIA GeForce 9200,GPU,2007/4/17,65,40,144,314,450,Unknown,NVIDIA,,35.2,
2475,NVIDIA GeForce 9300 + nForce 730i,GPU,2007/4/17,65,40,144,314,450,Unknown,NVIDIA,,35.2,
2707,NVIDIA GeForce 8600 GTS,GPU,2007/4/17,80,60,169,289,675,TSMC,NVIDIA,,92.8,
2786,NVIDIA GeForce 8600 GT,GPU,2007/4/17,80,47,169,289,540,TSMC,NVIDIA,,76.16,
2913,NVIDIA GeForce 8300,GPU,2007/4/17,80,40,127,210,500,Unknown,NVIDIA,,48,
3235,NVIDIA GeForce 8500 GT,GPU,2007/4/17,80,30,127,210,459,TSMC,NVIDIA,,29.38,
3618,NVIDIA GeForce 9100,GPU,2007/4/17,80,40,127,210,500,Unknown,NVIDIA,,38.4,
3987,NVIDIA GeForce 8200,GPU,2007/4/17,80,40,127,210,500,Unknown,NVIDIA,,38.4,
3991,NVIDIA GeForce 8300 GS,GPU,2007/4/17,80,40,127,210,459,TSMC,NVIDIA,,14.69,
4101,NVIDIA GeForce 8100 + nForce 720a,GPU,2007/4/17,80,40,127,210,500,Unknown,NVIDIA,,38.4,
4321,NVIDIA GeForce 9400,GPU,2007/4/17,65,40,144,314,450,Unknown,NVIDIA,,35.2,
4393,NVIDIA GeForce 9400,GPU,2007/4/17,65,40,144,314,450,Unknown,NVIDIA,,35.2,
4511,NVIDIA GeForce 8400 GS PCI Rev. 2,GPU,2007/4/17,40,40,57,260,520,TSMC,NVIDIA,,39.36,
4571,NVIDIA GeForce 8600 GT Mac Edition,GPU,2007/4/17,80,47,169,289,600,TSMC,NVIDIA,,92.8,
4587,NVIDIA GeForce 8600 GS,GPU,2007/4/17,80,47,169,289,540,TSMC,NVIDIA,,38.08,
4720,NVIDIA GeForce 9400,GPU,2007/4/17,80,40,127,210,580,Unknown,NVIDIA,,44.8,
1386,Intel Core 2 Quad Q6700,CPU,2007/4/20,65,95,143,582,2666,Intel,Intel,,,
341,Intel Core 2 Duo U7600,CPU,2007/4/27,65,10,111,293,1200,Intel,Intel,,,
461,Intel Core 2 Duo U7600,CPU,2007/4/27,65,10,111,293,1200,Intel,Intel,,,
531,Intel Core 2 Duo U7500,CPU,2007/4/27,65,10,111,293,1073,Intel,Intel,,,
2553,ATI Radeon X1650 GT,GPU,2007/5/1,80,,230,330,400,TSMC,ATI,,,
3654,NVIDIA GeForce 8600M GT,GPU,2007/5/1,80,20,169,289,475,TSMC,NVIDIA,,60.8,
3750,NVIDIA GeForce 8600M GS,GPU,2007/5/1,80,20,127,210,450,TSMC,NVIDIA,,28.8,
2212,NVIDIA Tesla C870,GPU,2007/5/2,90,171,484,681,600,TSMC,NVIDIA,,345.6,
2854,NVIDIA GeForce 8800 Ultra,GPU,2007/5/2,90,171,484,681,612,TSMC,NVIDIA,,387.1,
3527,NVIDIA Tesla D870,GPU,2007/5/2,90,520,484,681,600,TSMC,NVIDIA,,345.6,
4064,NVIDIA Tesla S870,GPU,2007/5/2,90,800,484,681,600,TSMC,NVIDIA,,345.6,
2400,Intel GMA X3100,GPU,2007/5/9,90,13,,,500,Intel,Intel,,,
2576,NVIDIA Quadro NVS 135M,GPU,2007/5/9,80,10,127,210,400,TSMC,NVIDIA,,25.6,
2712,NVIDIA GeForce 8400M GT,GPU,2007/5/9,80,14,127,210,450,TSMC,NVIDIA,,28.8,
2785,Intel GMA 3100,GPU,2007/5/9,90,13,,,400,Intel,Intel,,,
3175,Intel GMA 3150,GPU,2007/5/9,45,13,66,123,400,Intel,Intel,,12.8,
3354,Intel GMA 3100,GPU,2007/5/9,90,13,,,400,Intel,Intel,,,
3454,NVIDIA GeForce 8400M GS,GPU,2007/5/9,80,11,127,210,400,TSMC,NVIDIA,,25.6,
4028,NVIDIA Quadro NVS 140M,GPU,2007/5/9,80,10,127,210,400,TSMC,NVIDIA,,25.6,
4315,Intel GMA 3150,GPU,2007/5/9,45,13,66,123,400,Intel,Intel,,12.8,
4410,Intel GMA 3100,GPU,2007/5/9,90,13,,,400,Intel,Intel,,,
4411,NVIDIA Quadro FX 360M,GPU,2007/5/9,80,17,127,210,400,TSMC,NVIDIA,,25.6,
4525,NVIDIA GeForce 8400M G,GPU,2007/5/9,80,10,127,210,400,TSMC,NVIDIA,,12.8,
4716,NVIDIA Quadro NVS 130M,GPU,2007/5/9,80,10,127,210,400,TSMC,NVIDIA,,12.8,
4747,Intel GMA X3100,GPU,2007/5/9,90,13,,,500,Intel,Intel,,,
2280,ATI Mobility Radeon HD 2600 XT,GPU,2007/5/14,65,,153,390,680,TSMC,ATI,,163.2,
2405,ATI Mobility Radeon HD 2600,GPU,2007/5/14,65,,153,390,500,TSMC,ATI,,120,
2672,ATI Mobility FireGL V5600,GPU,2007/5/14,65,,153,390,500,TSMC,ATI,,120,
2836,ATI Mobility Radeon HD 2400 XT,GPU,2007/5/14,65,,82,180,600,TSMC,ATI,,48,
2929,ATI Mobility Radeon HD 2400,GPU,2007/5/14,65,,85,180,450,TSMC,ATI,,36,
3628,ATI FireGL V8650,GPU,2007/5/14,80,,420,720,688,TSMC,ATI,,440.3,
3921,ATI FireGL V8600,GPU,2007/5/14,80,159,420,720,688,TSMC,ATI,,440.3,
4053,ATI Radeon HD 2900 XT,GPU,2007/5/14,80,215,420,720,743,TSMC,ATI,,475.5,
1074,Intel Core 2 Duo T7100,CPU,2007/5/27,65,35,111,293,1800,Intel,Intel,,,
1113,Intel Core 2 Duo T7500,CPU,2007/5/27,65,35,143,293,2200,Intel,Intel,,,
1852,Intel Core 2 Duo T7700,CPU,2007/5/27,65,35,143,293,2400,Intel,Intel,,,
89,Intel A110,CPU,2007/6/1,90,3,66,176,800,Intel,Intel,,,
264,Intel A100,CPU,2007/6/1,90,3,66,176,600,Intel,Intel,,,
2455,NVIDIA Quadro FX 570M,GPU,2007/6/1,80,45,169,289,475,TSMC,NVIDIA,,60.8,
3472,ATI Mobility Radeon X2500,GPU,2007/6/1,90,,150,157,460,TSMC,ATI,,,
3683,NVIDIA GeForce 8700M GT,GPU,2007/6/1,80,29,169,289,625,TSMC,NVIDIA,,80,
4418,NVIDIA Quadro FX 1600M,GPU,2007/6/1,80,50,169,289,625,TSMC,NVIDIA,,80,
533,Intel Pentium Dual-Core E2160,CPU,2007/6/3,65,65,77,105,1800,Intel,Intel,,,
1046,Intel Pentium Dual-Core E2140,CPU,2007/6/3,65,65,77,105,1600,Intel,Intel,,,
1195,Intel Celeron 440,CPU,2007/6/3,65,35,77,105,2000,Intel,Intel,,,
1488,Intel Celeron 430,CPU,2007/6/3,65,35,77,105,1800,Intel,Intel,,,
2091,Intel Celeron 420,CPU,2007/6/3,65,35,77,105,1600,Intel,Intel,,,
4805,NVIDIA Quadro NVS 320M,GPU,2007/6/9,80,20,169,289,575,TSMC,NVIDIA,,73.6,
2264,ATI Radeon HD 2600 PRO,GPU,2007/6/28,65,35,153,390,600,TSMC,ATI,,144,
2590,ATI Radeon HD 2400 PRO PCI,GPU,2007/6/28,65,20,85,180,525,TSMC,ATI,,42,
2629,ATI Radeon HD 2600 XT,GPU,2007/6/28,65,45,153,390,800,TSMC,ATI,,192,
2830,ATI Mobility Radeon HD 2400 XT Mac Edition,GPU,2007/6/28,65,,82,180,650,TSMC,ATI,,52,
2977,ATI Radeon HD 2400 XT,GPU,2007/6/28,65,25,85,180,650,TSMC,ATI,,52,
3240,ATI Radeon HD 2400 PRO AGP,GPU,2007/6/28,65,20,85,180,525,TSMC,ATI,,42,
3755,ATI Radeon HD 2600 XT AGP,GPU,2007/6/28,55,45,135,378,722,TSMC,ATI,,173.3,
3764,ATI Radeon HD 2600 PRO AGP,GPU,2007/6/28,65,35,153,390,594,TSMC,ATI,,142.6,
3837,ATI FireGL V3600,GPU,2007/6/28,65,73,153,390,600,TSMC,ATI,,144,
3868,ATI Radeon E2400,GPU,2007/6/28,65,25,85,180,600,TSMC,ATI,,48,
4122,ATI Radeon HD 2600 XT,GPU,2007/6/28,65,50,153,390,800,TSMC,ATI,,192,
4611,ATI FireGL V5600,GPU,2007/6/28,65,89,153,390,800,TSMC,ATI,,192,
4766,ATI Radeon HD 2600 XT AGP,GPU,2007/6/28,65,45,153,390,800,TSMC,ATI,,192,
4771,ATI Radeon HD 2400 PRO,GPU,2007/6/28,65,20,85,180,525,TSMC,ATI,,42,
269,Intel Core 2 Duo E6750,CPU,2007/7/1,65,65,143,291,2667,Intel,Intel,,,
1840,Intel Core 2 Duo E6850,CPU,2007/7/1,65,75,143,291,3000,Intel,Intel,,,
2189,Intel Core 2 Duo E6550,CPU,2007/7/1,65,65,143,291,2333,Intel,Intel,,,
3328,Sony Playstation 2 GPU 65nm,GPU,2007/7/1,65,45,86,54,147,Sony,Other,,,
1905,Intel Core 2 Extreme QX6850,CPU,2007/7/15,65,130,143,582,3000,Intel,Intel,,,
1126,Intel Core 2 Duo E4400,CPU,2007/7/22,65,65,111,167,2000,Intel,Intel,,,
1930,Intel Core 2 Duo E4500,CPU,2007/7/22,65,65,111,167,2200,Intel,Intel,,,
1635,Intel Core 2 Quad Q6600 (95W),CPU,2007/7/23,65,95,143,582,2400,Intel,Intel,,,
2923,ATI Radeon HD 2600 XT X2,GPU,2007/7/26,65,,153,390,800,TSMC,ATI,,192,
3285,ATI Mobility Radeon HD 2600 XT Mac Edition,GPU,2007/7/26,65,,153,390,600,TSMC,ATI,,144,
386,AMD Sempron LE-1150,CPU,2007/8/1,65,45,,,2000,Unknown,AMD,,,
1935,Intel Core 2 Extreme X7900,CPU,2007/8/1,65,44,143,,2800,Intel,Intel,,,
2029,AMD Sempron LE-1200,CPU,2007/8/1,65,45,,,2100,Unknown,AMD,,,
2111,AMD Sempron LE-1100,CPU,2007/8/1,65,45,,,1900,Unknown,AMD,,,
2337,Intel GMA X3500,GPU,2007/8/1,90,13,,,667,Intel,Intel,,,
363,AMD Athlon 64 X2 6000+,CPU,2007/8/20,65,89,126,154,3100,Unknown,AMD,,,
1903,AMD Athlon 64 X2 6400+ BE,CPU,2007/8/20,90,125,230,227,3200,Unknown,AMD,,,
673,Intel Pentium Dual-Core E2180,CPU,2007/8/26,65,65,77,105,2000,Intel,Intel,,,
2677,Sony Playstation Portable GPU 65nm,GPU,2007/8/30,65,4,,,133,Sony,Other,,,
863,Intel Core 2 Solo ULV U2100,CPU,2007/9/1,65,5,143,291,1067,Intel,Intel,,,
1402,Intel Core 2 Solo ULV U2200,CPU,2007/9/1,65,5,143,291,1200,Intel,Intel,,,
2655,NVIDIA Quadro FX 470,GPU,2007/9/12,65,38,144,314,580,Unknown,NVIDIA,,44.8,
4370,NVIDIA Quadro FX 370,GPU,2007/9/12,80,35,169,289,360,TSMC,NVIDIA,,23.04,
4523,NVIDIA Quadro FX 1700,GPU,2007/9/12,80,42,169,289,460,TSMC,NVIDIA,,58.88,
4639,NVIDIA Quadro FX 570,GPU,2007/9/12,80,38,169,289,460,TSMC,NVIDIA,,29.44,
2892,NVIDIA GeForce 8600 GTS Mac Edition,GPU,2007/9/21,80,75,169,289,675,TSMC,NVIDIA,,92.8,
1836,AMD Athlon 64 X2 5000+ BE,CPU,2007/9/25,65,65,126,154,2600,Unknown,AMD,,,
996,Intel Core 2 Duo T7250,CPU,2007/9/27,65,35,111,293,2000,Intel,Intel,,,
1170,Intel Core 2 Duo T7800,CPU,2007/9/27,65,35,143,293,2600,Intel,Intel,,,
2243,ATI Radeon X1600 PRO AGP,GPU,2007/10/1,90,41,150,157,500,TSMC,ATI,,,
2741,ATI Radeon X1600 XT,GPU,2007/10/1,90,42,150,157,590,TSMC,ATI,,,
3029,ATI Radeon X1600 PRO,GPU,2007/10/1,90,41,150,157,500,TSMC,ATI,,,
2611,NVIDIA GeForce 7050 + nForce 620i,GPU,2007/10/4,90,,81,112,500,Unknown,NVIDIA,,,
3093,NVIDIA GeForce 7100 + nForce 630i,GPU,2007/10/4,90,,81,112,600,Unknown,NVIDIA,,,
3426,NVIDIA GeForce 7050 + nForce 630i,GPU,2007/10/4,90,,81,112,500,Unknown,NVIDIA,,,
4594,NVIDIA Quadro NVS 290,GPU,2007/10/4,80,21,127,210,459,TSMC,NVIDIA,,29.38,
3170,NVIDIA GeForce 8600M GT Mac Edition,GPU,2007/10/5,80,20,169,289,470,TSMC,NVIDIA,,60.16,
154,AMD Sempron LE-1300,CPU,2007/10/8,65,45,,,2300,Unknown,AMD,,,
311,AMD Athlon X2 BE-2400,CPU,2007/10/8,65,45,126,154,2300,Unknown,AMD,,,
364,AMD Athlon 64 LE-1620,CPU,2007/10/8,90,45,230,227,2400,Unknown,AMD,,,
610,AMD Athlon 64 LE-1600,CPU,2007/10/8,90,45,3,154,2200,Unknown,AMD,,,
895,AMD Athlon 64 LE-1620,CPU,2007/10/8,90,45,3,154,2400,Unknown,AMD,,,
1152,AMD Sempron LE-1250,CPU,2007/10/8,65,45,,,2200,Unknown,AMD,,,
1261,AMD Athlon 64 LE-1640,CPU,2007/10/8,90,45,230,227,2600,Unknown,AMD,,,
1822,AMD Athlon X2 BE-2300,CPU,2007/10/8,65,45,126,154,1900,Unknown,AMD,,,
1909,AMD Athlon 64 LE-1600,CPU,2007/10/8,90,45,230,227,2200,Unknown,AMD,,,
1945,AMD Athlon X2 BE-2350,CPU,2007/10/8,65,45,126,154,2100,Unknown,AMD,,,
2053,AMD Athlon 64 X2 5200+,CPU,2007/10/8,65,65,126,154,2700,Unknown,AMD,,,
3767,ATI Radeon Xpress 1150 IGP,GPU,2007/10/17,110,,73,,400,Unknown,ATI,,,
4297,ATI Radeon Xpress 1100 IGP,GPU,2007/10/17,130,,73,,300,Unknown,ATI,,,
2688,ATI ES1000,GPU,2007/10/18,180,,80,8,200,Unknown,ATI,,,
419,Intel Core 2 Duo E4600,CPU,2007/10/21,65,65,111,167,2400,Intel,Intel,,,
2104,Intel Celeron 220,CPU,2007/10/21,65,19,77,105,1200,Intel,Intel,,,
2218,ATI Xbox 360 GPU 80nm,GPU,2007/10/27,80,175,181,232,500,TSMC,ATI,,240,
4758,NVIDIA GeForce 8800 GT,GPU,2007/10/29,65,125,324,754,600,TSMC,NVIDIA,,336,
2372,NVIDIA GeForce 8800M GTX,GPU,2007/11/1,65,65,324,754,500,TSMC,NVIDIA,,240,
3601,NVIDIA GeForce 8800M GTS,GPU,2007/11/1,65,50,324,754,500,TSMC,NVIDIA,,160,
2806,ATI Radeon X1700 FSC,GPU,2007/11/5,80,44,131,330,587,TSMC,ATI,,,
2388,ATI FireGL V7600,GPU,2007/11/6,80,127,420,720,600,TSMC,ATI,,384,
3949,ATI Radeon HD 2900 GT,GPU,2007/11/6,80,150,420,720,601,TSMC,ATI,,288.5,
2343,ATI Mobility Radeon X1600 Mac Edition,GPU,2007/11/8,90,,150,157,398,TSMC,ATI,,,
2520,ATI Radeon X800 GTO AGP,GPU,2007/11/8,130,49,281,160,400,TSMC,ATI,,,
2921,AMD FireStream 9170,GPU,2007/11/8,55,105,192,666,800,TSMC,AMD,,512,102.4
3157,ATI Radeon X800 GT AGP,GPU,2007/11/8,130,40,281,160,473,TSMC,ATI,,,
3716,NVIDIA GeForce 7150 + nForce 630i,GPU,2007/11/16,90,,81,112,630,Unknown,NVIDIA,,,
4540,NVIDIA GeForce 7150M + nForce 630M,GPU,2007/11/16,90,,81,112,425,Unknown,NVIDIA,,,
38,AMD Phenom X4 9600,CPU,2007/11/19,65,95,285,450,2300,Unknown,AMD,,,
1417,AMD Phenom X4 9500,CPU,2007/11/19,65,95,285,450,2200,Unknown,AMD,,,
2624,ATI Radeon HD 3850,GPU,2007/11/19,55,75,192,666,668,TSMC,ATI,,427.5,85.5
3670,ATI Radeon HD 3870,GPU,2007/11/19,55,106,192,666,777,TSMC,ATI,,497.3,99.46
4144,NVIDIA GeForce 8800 GTS Core 112,GPU,2007/11/19,90,150,484,681,500,TSMC,NVIDIA,,268.8,
4646,ATI FireGL V7700,GPU,2007/11/19,55,,192,666,777,TSMC,ATI,,497.3,99.46
4785,ATI Radeon X1650,GPU,2007/11/20,80,,100,107,635,UMC,ATI,,,
2920,ATI Radeon X1050 AGP,GPU,2007/11/25,130,24,76,60,250,TSMC,ATI,,,
1705,Intel Core 2 Extreme QX9650,CPU,2007/11/30,45,130,107,820,3000,Intel,Intel,,,
4537,ATI Radeon X1700 SE,GPU,2007/11/30,80,50,230,330,500,TSMC,ATI,,,
1494,Intel Pentium Dual-Core E2200,CPU,2007/12/2,65,65,77,105,2200,Intel,Intel,,,
3626,ATI Radeon X1650 GTO,GPU,2007/12/2,90,,150,157,587,TSMC,ATI,,,
2701,NVIDIA GeForce 8400 GS PCI,GPU,2007/12/4,65,25,86,210,567,TSMC,NVIDIA,,22.4,
3595,NVIDIA GeForce 8400,GPU,2007/12/4,65,25,86,210,540,TSMC,NVIDIA,,20.8,
3673,NVIDIA GeForce 8400 GS Rev. 2,GPU,2007/12/4,65,25,86,210,567,TSMC,NVIDIA,,22.4,
3433,ATI Radeon HD 3450,GPU,2007/12/10,55,25,67,181,600,TSMC,ATI,,48,
4005,ATI Radeon HD 3450 X2,GPU,2007/12/10,55,50,67,181,600,TSMC,ATI,,48,
2905,NVIDIA GeForce 8800 GTS 512,GPU,2007/12/11,65,135,324,754,650,TSMC,NVIDIA,,416,
2200,ATI Radeon HD 2900 PRO,GPU,2007/12/12,80,200,420,720,600,TSMC,ATI,,384,
2599,ATI Mobility Radeon HD 2700,GPU,2007/12/12,65,35,153,390,700,TSMC,ATI,,168,
14,AMD Phenom X4 9600 BE,CPU,2007/12/19,65,95,285,450,2300,Unknown,AMD,,,
558,Intel Core 2 Duo U7700,CPU,2007/12/27,65,10,111,293,1333,Intel,Intel,,,
2234,ATI Radeon X800 GTO,GPU,2007/12/29,130,49,289,160,400,TSMC,ATI,,,
4312,NVIDIA GeForce 8600M GT,GPU,2007/12/31,80,20,169,289,475,TSMC,NVIDIA,,60.8,
628,Intel Core 2 Duo E8400,CPU,2008/1/1,45,65,104,410,3000,Intel,Intel,,,
1040,Intel Core 2 Duo E8500,CPU,2008/1/1,45,65,107,410,3166,Intel,Intel,,,
1141,Intel Core 2 Duo E8190,CPU,2008/1/1,45,65,104,410,2667,Intel,Intel,,,
1830,AMD Athlon 64 X2 5400+,CPU,2008/1/1,65,65,126,154,2800,Unknown,AMD,,,
1906,Intel Core 2 Duo E8200,CPU,2008/1/1,45,65,107,410,2667,Intel,Intel,,,
2004,AMD Athlon 64 2600+,CPU,2008/1/1,65,15,77,122,1600,Unknown,AMD,,,
2548,ATI FireMV 2260,GPU,2008/1/1,55,15,67,181,500,TSMC,ATI,,40,
3202,ATI FireMV 2400 PCI,GPU,2008/1/1,130,20,92,75,500,TSMC,ATI,,,
3430,ATI FireMV 2400 PCIe x1,GPU,2008/1/1,130,20,92,75,250,TSMC,ATI,,,
4077,ATI FireMV 2260 PCIe x1,GPU,2008/1/1,55,15,67,181,500,TSMC,ATI,,40,
4083,ATI FirePro 2260 PCI,GPU,2008/1/1,55,15,67,181,500,TSMC,ATI,,40,
2934,ATI Radeon HD 3850 AGP,GPU,2008/1/3,55,75,192,666,668,TSMC,ATI,,427.5,85.5
3591,ATI Mobility Radeon HD 3450,GPU,2008/1/7,55,,67,181,500,TSMC,ATI,,40,
3756,ATI Mobility Radeon HD 3670,GPU,2008/1/7,55,30,135,378,680,TSMC,ATI,,163.2,
3975,ATI Mobility FireGL V5700,GPU,2008/1/7,55,,135,378,600,TSMC,ATI,,144,
4030,ATI Mobility Radeon HD 3470,GPU,2008/1/7,55,,67,181,680,TSMC,ATI,,54.4,
4544,ATI Mobility Radeon HD 3650,GPU,2008/1/7,55,,135,378,500,TSMC,ATI,,120,
3050,NVIDIA Quadro FX 3700,GPU,2008/1/8,65,78,324,754,500,TSMC,NVIDIA,,280,
3675,NVIDIA GeForce 7050 + nForce 610i,GPU,2008/1/13,90,,81,112,500,Unknown,NVIDIA,,,
2770,NVIDIA GeForce 6200 PCI,GPU,2008/1/16,110,,110,75,280,TSMC,NVIDIA,,,
4449,NVIDIA GeForce 6200 X2 PCI,GPU,2008/1/16,110,,110,75,280,TSMC,NVIDIA,,,
797,Intel Celeron E1200,CPU,2008/1/20,65,65,77,105,1600,Intel,Intel,,,
4071,ATI Radeon HD 3650,GPU,2008/1/20,55,65,135,378,725,TSMC,ATI,,174,
3208,ATI Radeon HD 3450 PCI,GPU,2008/1/23,55,25,67,181,600,TSMC,ATI,,48,
3270,ATI Radeon HD 3450 AGP,GPU,2008/1/23,55,25,67,181,600,TSMC,ATI,,48,
3317,ATI Radeon HD 3470,GPU,2008/1/23,55,30,67,181,800,TSMC,ATI,,64,
3501,ATI Radeon HD 3650 AGP,GPU,2008/1/23,55,65,135,378,725,TSMC,ATI,,174,
3909,ATI Radeon X1050,GPU,2008/1/25,110,24,156,120,400,TSMC,ATI,,,
4123,ATI Radeon HD 3870 X2,GPU,2008/1/26,55,165,192,666,825,TSMC,ATI,,528,105.6
2999,NVIDIA GeForce 8800 GS Mac Edition,GPU,2008/1/31,65,105,324,754,500,TSMC,NVIDIA,,160,
3946,NVIDIA GeForce 8800 GS,GPU,2008/1/31,65,105,324,754,550,TSMC,NVIDIA,,264,
1685,AMD Athlon 64 X2 5400+ BE,CPU,2008/2/1,65,65,126,154,2800,Unknown,AMD,,,
1816,AMD Athlon 64 X2 5600+,CPU,2008/2/1,65,65,126,154,2900,Unknown,AMD,,,
3014,NVIDIA GeForce 9500M GS,GPU,2008/2/1,80,20,169,289,475,TSMC,NVIDIA,,60.8,
3325,NVIDIA GeForce 8800 GT Mac Edition,GPU,2008/2/1,65,125,324,754,600,TSMC,NVIDIA,,336,
4024,NVIDIA GeForce 9300M G,GPU,2008/2/1,80,13,127,210,400,TSMC,NVIDIA,,25.6,
4515,ATI Radeon HD 2400,GPU,2008/2/19,65,20,85,180,398,TSMC,ATI,,31.84,
3116,ATI Radeon HD 2600 XT Mac Edition,GPU,2008/2/21,65,45,153,390,700,TSMC,ATI,,168,
3558,NVIDIA GeForce 9600 GT Green Edition,GPU,2008/2/21,65,95,240,505,600,TSMC,NVIDIA,,192,
4601,NVIDIA GeForce 9600 GT,GPU,2008/2/21,65,95,240,505,650,TSMC,NVIDIA,,208,
4117,NVIDIA Quadro FX 3600M,GPU,2008/2/23,65,70,324,754,500,TSMC,NVIDIA,,160,
4598,NVIDIA Quadro FX 3600M,GPU,2008/2/23,65,70,324,754,500,TSMC,NVIDIA,,240,
581,Intel Core 2 Duo U7700,CPU,2008/2/27,65,10,111,293,1333,Intel,Intel,,,
765,Intel Core 2 Duo U7500,CPU,2008/2/27,65,10,111,293,1073,Intel,Intel,,,
827,AMD Sempron X2 2200,CPU,2008/3/1,65,65,118,221,2000,Unknown,AMD,,,
1041,AMD Sempron X2 2100,CPU,2008/3/1,65,65,118,221,1800,Unknown,AMD,,,
1556,AMD Sempron X2 2100,CPU,2008/3/1,65,65,118,221,1800,Unknown,AMD,,,
1886,AMD Sempron X2 2300,CPU,2008/3/1,65,65,118,221,2200,Unknown,AMD,,,
131,Intel Pentium Dual-Core E2220,CPU,2008/3/2,65,65,77,105,2400,Intel,Intel,,,
1340,Intel Core 2 Duo E4700,CPU,2008/3/2,65,65,111,167,2600,Intel,Intel,,,
2195,Intel GMA 500,GPU,2008/3/2,130,,,,200,Intel,Intel,,12.8,
3692,ATI Radeon HD 3200 IGP,GPU,2008/3/4,65,,85,180,500,Unknown,ATI,,40,
4133,ATI Radeon 3100 IGP,GPU,2008/3/4,65,,85,180,350,Unknown,ATI,,28,
4390,ATI Radeon 2100 IGP,GPU,2008/3/4,55,,73,120,400,Unknown,ATI,,,
